"time","carID","depart","edgeID","departLane","laneID","arrivalLane","departPos","pos","arrivalPos","departSpeed","speed","arrivalSpeed","departDelay","waitingTime","duration","arrival","routeLength","rerouteNo","speedFactor","vaporized","HasRun","onRouteAtStart"
"7.00","car1","0.00","-E7","-E7_0","-E7_0","-E0_0","0.00","16.34","500.00","0.00","3.82","13.02","0.00","0.00","115.00","115.00","1300.00","0","0.94","","46","route1"
"7.00","car8","5.00","E0","E0_0","E0_0","","0.00","1.88","-1.00","0.00","1.30","-1.00","5.00","0.00","125.00","-1.00","674.16","0","0.94","end","46","route0"
"7.00","car7","0.00","E0","E0_0","E0_0","","0.00","17.36","-1.00","0.00","4.39","-1.00","0.00","0.00","130.00","-1.00","675.70","0","0.89","end","46","route0"
"7.00","car3","0.00","E12","E12_0","E12_0","E7_0","232.36","252.21","300.00","2.77","2.88","14.77","0.00","0.00","66.00","66.00","567.64","0","1.08","","46","route0"
"7.00","car9","0.00","E4","E12_0","E4_0","E7_0","267.61","29.08","300.00","11.81","8.91","25.96","0.00","0.00","35.00","35.00","532.39","0","4.25","","46","route0"
"8.00","car4","5.00","-E6","-E6_0","-E6_0","E2_0","0.00","3.06","100.00","0.00","1.69","14.27","5.00","0.00","50.00","55.00","500.00","0","1.03","","46","route2"
"8.00","car0","0.00","-E6","-E6_0","-E6_0","E2_0","0.00","23.17","100.00","0.00","5.13","14.67","0.00","0.00","51.00","51.00","500.00","0","1.06","","46","route2"
"8.00","car2","5.00","-E7","-E7_0","-E7_0","-E0_0","0.00","3.45","500.00","0.00","1.60","13.66","5.00","0.00","112.00","117.00","1300.00","0","1.01","","46","route1"
"8.00","car1","0.00","-E7","-E7_0","-E7_0","-E0_0","0.00","20.81","500.00","0.00","4.47","13.02","0.00","0.00","115.00","115.00","1300.00","0","0.94","","46","route1"
"8.00","car8","5.00","E0","E0_0","E0_0","","0.00","3.85","-1.00","0.00","1.97","-1.00","5.00","0.00","125.00","-1.00","674.16","0","0.94","end","46","route0"
"8.00","car7","0.00","E0","E0_0","E0_0","","0.00","22.29","-1.00","0.00","4.93","-1.00","0.00","0.00","130.00","-1.00","675.70","0","0.89","end","46","route0"
"8.00","car3","0.00","E12","E12_0","E12_0","E7_0","232.36","255.04","300.00","2.77","2.83","14.77","0.00","0.00","66.00","66.00","567.64","0","1.08","","46","route0"
"8.00","car9","0.00","E4","E12_0","E4_0","E7_0","267.61","38.78","300.00","11.81","9.70","25.96","0.00","0.00","35.00","35.00","532.39","0","4.25","","46","route0"
"9.00","car4","5.00","-E6","-E6_0","-E6_0","E2_0","0.00","5.22","100.00","0.00","2.17","14.27","5.00","0.00","50.00","55.00","500.00","0","1.03","","46","route2"
"9.00","car0","0.00","-E6","-E6_0","-E6_0","E2_0","0.00","28.85","100.00","0.00","5.68","14.67","0.00","0.00","51.00","51.00","500.00","0","1.06","","46","route2"
"9.00","car2","5.00","-E7","-E7_0","-E7_0","-E0_0","0.00","5.50","500.00","0.00","2.05","13.66","5.00","0.00","112.00","117.00","1300.00","0","1.01","","46","route1"
"9.00","car1","0.00","-E7","-E7_0","-E7_0","-E0_0","0.00","25.76","500.00","0.00","4.95","13.02","0.00","0.00","115.00","115.00","1300.00","0","0.94","","46","route1"
"9.00","car8","5.00","E0","E0_0","E0_0","","0.00","6.39","-1.00","0.00","2.54","-1.00","5.00","0.00","125.00","-1.00","674.16","0","0.94","end","46","route0"
"9.00","car7","0.00","E0","E0_0","E0_0","","0.00","27.75","-1.00","0.00","5.46","-1.00","0.00","0.00","130.00","-1.00","675.70","0","0.89","end","46","route0"
"9.00","car3","0.00","E12","E12_0","E12_0","E7_0","232.36","257.69","300.00","2.77","2.65","14.77","0.00","0.00","66.00","66.00","567.64","0","1.08","","46","route0"
"9.00","car9","0.00","E4","E12_0","E4_0","E7_0","267.61","48.96","300.00","11.81","10.18","25.96","0.00","0.00","35.00","35.00","532.39","0","4.25","","46","route0"
"10.00","car4","5.00","-E6","-E6_0","-E6_0","E2_0","0.00","8.17","100.00","0.00","2.94","14.27","5.00","0.00","50.00","55.00","500.00","0","1.03","","46","route2"
"10.00","car0","0.00","-E6","-E6_0","-E6_0","E2_0","0.00","34.98","100.00","0.00","6.13","14.67","0.00","0.00","51.00","51.00","500.00","0","1.06","","46","route2"
"10.00","car5","10.00","-E7","-E7_0","-E7_0","","0.00","0.00","-1.00","0.00","0.00","-1.00","10.00","0.00","120.00","-1.00","1212.42","0","0.83","","46","route1"
"10.00","car2","5.00","-E7","-E7_0","-E7_0","-E0_0","0.00","8.16","500.00","0.00","2.66","13.66","5.00","0.00","112.00","117.00","1300.00","0","1.01","","46","route1"
"10.00","car1","0.00","-E7","-E7_0","-E7_0","-E0_0","0.00","31.25","500.00","0.00","5.49","13.02","0.00","0.00","115.00","115.00","1300.00","0","0.94","","46","route1"
"10.00","car8","5.00","E0","E0_0","E0_0","","0.00","9.56","-1.00","0.00","3.17","-1.00","5.00","0.00","125.00","-1.00","674.16","0","0.94","end","46","route0"
"10.00","car7","0.00","E0","E0_0","E0_0","","0.00","33.70","-1.00","0.00","5.95","-1.00","0.00","0.00","130.00","-1.00","675.70","0","0.89","end","46","route0"
"10.00","car3","0.00","E12","E12_0","E12_0","E7_0","232.36","260.69","300.00","2.77","3.00","14.77","0.00","0.00","66.00","66.00","567.64","0","1.08","","46","route0"
"10.00","car9","0.00","E4","E12_0","E4_0","E7_0","267.61","59.57","300.00","11.81","10.61","25.96","0.00","0.00","35.00","35.00","532.39","0","4.25","","46","route0"
"11.00","car4","5.00","-E6","-E6_0","-E6_0","E2_0","0.00","11.90","100.00","0.00","3.73","14.27","5.00","0.00","50.00","55.00","500.00","0","1.03","","46","route2"
"11.00","car0","0.00","-E6","-E6_0","-E6_0","E2_0","0.00","41.65","100.00","0.00","6.67","14.67","0.00","0.00","51.00","51.00","500.00","0","1.06","","46","route2"
"11.00","car5","10.00","-E7","-E7_0","-E7_0","","0.00","0.55","-1.00","0.00","0.55","-1.00","10.00","0.00","120.00","-1.00","1212.42","0","0.83","","46","route1"
"11.00","car2","5.00","-E7","-E7_0","-E7_0","-E0_0","0.00","11.36","500.00","0.00","3.20","13.66","5.00","0.00","112.00","117.00","1300.00","0","1.01","","46","route1"
"11.00","car1","0.00","-E7","-E7_0","-E7_0","-E0_0","0.00","37.53","500.00","0.00","6.28","13.02","0.00","0.00","115.00","115.00","1300.00","0","0.94","","46","route1"
"11.00","car8","5.00","E0","E0_0","E0_0","","0.00","13.19","-1.00","0.00","3.63","-1.00","5.00","0.00","125.00","-1.00","674.16","0","0.94","end","46","route0"
"11.00","car7","0.00","E0","E0_0","E0_0","","0.00","40.19","-1.00","0.00","6.49","-1.00","0.00","0.00","130.00","-1.00","675.70","0","0.89","end","46","route0"
"11.00","car3","0.00","E12","E12_0","E12_0","E7_0","232.36","263.51","300.00","2.77","2.82","14.77","0.00","0.00","66.00","66.00","567.64","0","1.08","","46","route0"
"11.00","car9","0.00","E4","E12_0","E4_0","E7_0","267.61","70.61","300.00","11.81","11.04","25.96","0.00","0.00","35.00","35.00","532.39","0","4.25","","46","route0"
"12.00","car4","5.00","-E6","-E6_0","-E6_0","E2_0","0.00","16.10","100.00","0.00","4.20","14.27","5.00","0.00","50.00","55.00","500.00","0","1.03","","46","route2"
"12.00","car0","0.00","-E6","-E6_0","-E6_0","E2_0","0.00","48.86","100.00","0.00","7.21","14.67","0.00","0.00","51.00","51.00","500.00","0","1.06","","46","route2"
"12.00","car5","10.00","-E7","-E7_0","-E7_0","","0.00","1.58","-1.00","0.00","1.03","-1.00","10.00","0.00","120.00","-1.00","1212.42","0","0.83","","46","route1"
"12.00","car2","5.00","-E7","-E7_0","-E7_0","-E0_0","0.00","15.19","500.00","0.00","3.83","13.66","5.00","0.00","112.00","117.00","1300.00","0","1.01","","46","route1"
"12.00","car1","0.00","-E7","-E7_0","-E7_0","-E0_0","0.00","44.36","500.00","0.00","6.83","13.02","0.00","0.00","115.00","115.00","1300.00","0","0.94","","46","route1"
"12.00","car8","5.00","E0","E0_0","E0_0","","0.00","17.62","-1.00","0.00","4.43","-1.00","5.00","0.00","125.00","-1.00","674.16","0","0.94","end","46","route0"
"12.00","car7","0.00","E0","E0_0","E0_0","","0.00","47.39","-1.00","0.00","7.20","-1.00","0.00","0.00","130.00","-1.00","675.70","0","0.89","end","46","route0"
"12.00","car3","0.00","E12","E12_0","E12_0","E7_0","232.36","266.32","300.00","2.77","2.81","14.77","0.00","0.00","66.00","66.00","567.64","0","1.08","","46","route0"
"12.00","car9","0.00","E4","E12_0","E4_0","E7_0","267.61","82.31","300.00","11.81","11.70","25.96","0.00","0.00","35.00","35.00","532.39","0","4.25","","46","route0"
"13.00","car4","5.00","-E6","-E6_0","-E6_0","E2_0","0.00","20.71","100.00","0.00","4.61","14.27","5.00","0.00","50.00","55.00","500.00","0","1.03","","46","route2"
"13.00","car0","0.00","-E6","-E6_0","-E6_0","E2_0","0.00","56.67","100.00","0.00","7.81","14.67","0.00","0.00","51.00","51.00","500.00","0","1.06","","46","route2"
"13.00","car5","10.00","-E7","-E7_0","-E7_0","","0.00","3.20","-1.00","0.00","1.62","-1.00","10.00","0.00","120.00","-1.00","1212.42","0","0.83","","46","route1"
"13.00","car2","5.00","-E7","-E7_0","-E7_0","-E0_0","0.00","19.55","500.00","0.00","4.37","13.66","5.00","0.00","112.00","117.00","1300.00","0","1.01","","46","route1"
"13.00","car1","0.00","-E7","-E7_0","-E7_0","-E0_0","0.00","51.92","500.00","0.00","7.56","13.02","0.00","0.00","115.00","115.00","1300.00","0","0.94","","46","route1"
"13.00","car8","5.00","E0","E0_0","E0_0","","0.00","22.58","-1.00","0.00","4.95","-1.00","5.00","0.00","125.00","-1.00","674.16","0","0.94","end","46","route0"
"13.00","car7","0.00","E0","E0_0","E0_0","","0.00","55.16","-1.00","0.00","7.77","-1.00","0.00","0.00","130.00","-1.00","675.70","0","0.89","end","46","route0"
"13.00","car3","0.00","E12","E12_0","E12_0","E7_0","232.36","269.32","300.00","2.77","3.00","14.77","0.00","0.00","66.00","66.00","567.64","0","1.08","","46","route0"
"13.00","car9","0.00","E4","E12_0","E4_0","E7_0","267.61","94.67","300.00","11.81","12.36","25.96","0.00","0.00","35.00","35.00","532.39","0","4.25","","46","route0"
"14.00","car4","5.00","-E6","-E6_0","-E6_0","E2_0","0.00","25.87","100.00","0.00","5.16","14.27","5.00","0.00","50.00","55.00","500.00","0","1.03","","46","route2"
"14.00","car0","0.00","-E6","-E6_0","-E6_0","E2_0","0.00","65.28","100.00","0.00","8.61","14.67","0.00","0.00","51.00","51.00","500.00","0","1.06","","46","route2"
"14.00","car5","10.00","-E7","-E7_0","-E7_0","","0.00","5.26","-1.00","0.00","2.05","-1.00","10.00","0.00","120.00","-1.00","1212.42","0","0.83","","46","route1"
"14.00","car2","5.00","-E7","-E7_0","-E7_0","-E0_0","0.00","24.44","500.00","0.00","4.89","13.66","5.00","0.00","112.00","117.00","1300.00","0","1.01","","46","route1"
"14.00","car1","0.00","-E7","-E7_0","-E7_0","-E0_0","0.00","60.21","500.00","0.00","8.28","13.02","0.00","0.00","115.00","115.00","1300.00","0","0.94","","46","route1"
"14.00","car8","5.00","E0","E0_0","E0_0","","0.00","28.26","-1.00","0.00","5.68","-1.00","5.00","0.00","125.00","-1.00","674.16","0","0.94","end","46","route0"
"14.00","car7","0.00","E0","E0_0","E0_0","","0.00","63.38","-1.00","0.00","8.22","-1.00","0.00","0.00","130.00","-1.00","675.70","0","0.89","end","46","route0"
"14.00","car3","0.00","E12","E12_0","E12_0","E7_0","232.36","271.98","300.00","2.77","2.66","14.77","0.00","0.00","66.00","66.00","567.64","0","1.08","","46","route0"
"14.00","car9","0.00","E4","E12_0","E4_0","E7_0","267.61","107.53","300.00","11.81","12.86","25.96","0.00","0.00","35.00","35.00","532.39","0","4.25","","46","route0"
"15.00","car4","5.00","-E6","-E6_0","-E6_0","E2_0","0.00","31.56","100.00","0.00","5.69","14.27","5.00","0.00","50.00","55.00","500.00","0","1.03","","46","route2"
"15.00","car0","0.00","-E6","-E6_0","-E6_0","E2_0","0.00","74.55","100.00","0.00","9.27","14.67","0.00","0.00","51.00","51.00","500.00","0","1.06","","46","route2"
"15.00","car6","15.00","-E7","-E7_0","-E7_0","","0.00","0.00","-1.00","0.00","0.00","-1.00","15.00","0.00","115.00","-1.00","1288.03","0","1.05","","46","route1"
"15.00","car5","10.00","-E7","-E7_0","-E7_0","","0.00","7.97","-1.00","0.00","2.72","-1.00","10.00","0.00","120.00","-1.00","1212.42","0","0.83","","46","route1"
"15.00","car2","5.00","-E7","-E7_0","-E7_0","-E0_0","0.00","29.95","500.00","0.00","5.51","13.66","5.00","0.00","112.00","117.00","1300.00","0","1.01","","46","route1"
"15.00","car1","0.00","-E7","-E7_0","-E7_0","-E0_0","0.00","68.94","500.00","0.00","8.73","13.02","0.00","0.00","115.00","115.00","1300.00","0","0.94","","46","route1"
"15.00","car8","5.00","E0","E0_0","E0_0","","0.00","34.58","-1.00","0.00","6.33","-1.00","5.00","0.00","125.00","-1.00","674.16","0","0.94","end","46","route0"
"15.00","car7","0.00","E0","E0_0","E0_0","","0.00","72.13","-1.00","0.00","8.75","-1.00","0.00","0.00","130.00","-1.00","675.70","0","0.89","end","46","route0"
"15.00","car3","0.00","E12","E12_0","E12_0","E7_0","232.36","274.97","300.00","2.77","2.98","14.77","0.00","0.00","66.00","66.00","567.64","0","1.08","","46","route0"
"15.00","car9","0.00","E4","E12_0","E4_0","E7_0","267.61","120.80","300.00","11.81","13.27","25.96","0.00","0.00","35.00","35.00","532.39","0","4.25","","46","route0"
"16.00","car4","5.00","-E6","-E6_0","-E6_0","E2_0","0.00","37.96","100.00","0.00","6.40","14.27","5.00","0.00","50.00","55.00","500.00","0","1.03","","46","route2"
"16.00","car0","0.00","-E6","-E6_0","-E6_0","E2_0","0.00","84.32","100.00","0.00","9.77","14.67","0.00","0.00","51.00","51.00","500.00","0","1.06","","46","route2"
"16.00","car6","15.00","-E7","-E7_0","-E7_0","","0.00","0.28","-1.00","0.00","0.28","-1.00","15.00","0.00","115.00","-1.00","1288.03","0","1.05","","46","route1"
"16.00","car5","10.00","-E7","-E7_0","-E7_0","","0.00","11.23","-1.00","0.00","3.26","-1.00","10.00","0.00","120.00","-1.00","1212.42","0","0.83","","46","route1"
"16.00","car2","5.00","-E7","-E7_0","-E7_0","-E0_0","0.00","35.96","500.00","0.00","6.01","13.66","5.00","0.00","112.00","117.00","1300.00","0","1.01","","46","route1"
"16.00","car1","0.00","-E7","-E7_0","-E7_0","-E0_0","0.00","78.21","500.00","0.00","9.27","13.02","0.00","0.00","115.00","115.00","1300.00","0","0.94","","46","route1"
"16.00","car8","5.00","E0","E0_0","E0_0","","0.00","41.57","-1.00","0.00","6.99","-1.00","5.00","0.00","125.00","-1.00","674.16","0","0.94","end","46","route0"
"16.00","car7","0.00","E0","E0_0","E0_0","","0.00","81.55","-1.00","0.00","9.42","-1.00","0.00","0.00","130.00","-1.00","675.70","0","0.89","end","46","route0"
"16.00","car3","0.00","E12","E12_0","E12_0","E7_0","232.36","277.79","300.00","2.77","2.82","14.77","0.00","0.00","66.00","66.00","567.64","0","1.08","","46","route0"
"16.00","car9","0.00","E4","E12_0","E4_0","E7_0","267.61","134.79","300.00","11.81","14.00","25.96","0.00","0.00","35.00","35.00","532.39","0","4.25","","46","route0"
"17.00","car4","5.00","-E6","-E6_0","-E6_0","E2_0","0.00","44.81","100.00","0.00","6.86","14.27","5.00","0.00","50.00","55.00","500.00","0","1.03","","46","route2"
"17.00","car0","0.00","-E6","-E6_0","-E6_0","E2_0","0.00","93.67","100.00","0.00","9.35","14.67","0.00","0.00","51.00","51.00","500.00","0","1.06","","46","route2"
"17.00","car6","15.00","-E7","-E7_0","-E7_0","","0.00","1.22","-1.00","0.00","0.93","-1.00","15.00","0.00","115.00","-1.00","1288.03","0","1.05","","46","route1"
"17.00","car5","10.00","-E7","-E7_0","-E7_0","","0.00","15.20","-1.00","0.00","3.97","-1.00","10.00","0.00","120.00","-1.00","1212.42","0","0.83","","46","route1"
"17.00","car2","5.00","-E7","-E7_0","-E7_0","-E0_0","0.00","42.57","500.00","0.00","6.61","13.66","5.00","0.00","112.00","117.00","1300.00","0","1.01","","46","route1"
"17.00","car1","0.00","-E7","-E7_0","-E7_0","-E0_0","0.00","88.08","500.00","0.00","9.87","13.02","0.00","0.00","115.00","115.00","1300.00","0","0.94","","46","route1"
"17.00","car8","5.00","E0","E0_0","E0_0","","0.00","49.23","-1.00","0.00","7.66","-1.00","5.00","0.00","125.00","-1.00","674.16","0","0.94","end","46","route0"
"17.00","car7","0.00","E0","E0_0","E0_1","","0.00","91.59","-1.00","0.00","10.04","-1.00","0.00","0.00","130.00","-1.00","675.70","0","0.89","end","46","route0"
"17.00","car3","0.00","E12","E12_0","E12_0","E7_0","232.36","280.70","300.00","2.77","2.91","14.77","0.00","0.00","66.00","66.00","567.64","0","1.08","","46","route0"
"17.00","car9","0.00","E4","E12_0","E4_0","E7_0","267.61","149.39","300.00","11.81","14.60","25.96","0.00","0.00","35.00","35.00","532.39","0","4.25","","46","route0"
"18.00","car4","5.00","-E6","-E6_0","-E6_0","E2_0","0.00","52.21","100.00","0.00","7.40","14.27","5.00","0.00","50.00","55.00","500.00","0","1.03","","46","route2"
"18.00","car0","0.00","-E6","-E6_0","-E6_0","E2_0","0.00","98.92","100.00","0.00","5.25","14.67","0.00","0.00","51.00","51.00","500.00","0","1.06","","46","route2"
"18.00","car6","15.00","-E7","-E7_0","-E7_0","","0.00","2.57","-1.00","0.00","1.35","-1.00","15.00","0.00","115.00","-1.00","1288.03","0","1.05","","46","route1"
"18.00","car5","10.00","-E7","-E7_0","-E7_0","","0.00","19.85","-1.00","0.00","4.65","-1.00","10.00","0.00","120.00","-1.00","1212.42","0","0.83","","46","route1"
"18.00","car2","5.00","-E7","-E7_0","-E7_0","-E0_0","0.00","49.64","500.00","0.00","7.06","13.66","5.00","0.00","112.00","117.00","1300.00","0","1.01","","46","route1"
"18.00","car1","0.00","-E7","-E7_0","-E7_0","-E0_0","0.00","98.36","500.00","0.00","10.28","13.02","0.00","0.00","115.00","115.00","1300.00","0","0.94","","46","route1"
"18.00","car8","5.00","E0","E0_0","E0_0","","0.00","57.43","-1.00","0.00","8.20","-1.00","5.00","0.00","125.00","-1.00","674.16","0","0.94","end","46","route0"
"18.00","car7","0.00","E0","E0_0","E0_1","","0.00","102.31","-1.00","0.00","10.72","-1.00","0.00","0.00","130.00","-1.00","675.70","0","0.89","end","46","route0"
"18.00","car3","0.00","E12","E12_0","E12_0","E7_0","232.36","283.67","300.00","2.77","2.97","14.77","0.00","0.00","66.00","66.00","567.64","0","1.08","","46","route0"
"18.00","car9","0.00","E4","E12_0","E4_0","E7_0","267.61","164.73","300.00","11.81","15.33","25.96","0.00","0.00","35.00","35.00","532.39","0","4.25","","46","route0"
"19.00","car0","0.00","-E12","-E6_0","-E12_0","E2_0","0.00","4.58","100.00","0.00","5.66","14.67","0.00","0.00","51.00","51.00","500.00","0","1.06","","46","route2"
"19.00","car4","5.00","-E6","-E6_0","-E6_0","E2_0","0.00","60.38","100.00","0.00","8.17","14.27","5.00","0.00","50.00","55.00","500.00","0","1.03","","46","route2"
"19.00","car6","15.00","-E7","-E7_0","-E7_0","","0.00","4.33","-1.00","0.00","1.77","-1.00","15.00","0.00","115.00","-1.00","1288.03","0","1.05","","46","route1"
"19.00","car5","10.00","-E7","-E7_0","-E7_0","","0.00","25.07","-1.00","0.00","5.22","-1.00","10.00","0.00","120.00","-1.00","1212.42","0","0.83","","46","route1"
