"id","sampledSeconds","CO_abs","CO2_abs","HC_abs","PMx_abs","NOx_abs","fuel_abs","electricity_abs","CO_normed","CO2_normed","HC_normed","PMx_normed","NOx_normed","fuel_normed","electricity_normed","traveltime","CO_perVeh","CO2_perVeh","HC_perVeh","PMx_perVeh","NOx_perVeh","fuel_perVeh","electricity_perVeh"
"E0","526.76","19897.112561","1076075.256293","114.812377","15.247776","412.836367","462.567573","0","1418.408024","76710.315300","8.184645","1.086970","29.429919","32.975114","0","52.29","1975.035029","106813.806212","11.396551","1.513531","40.979126","45.915565","0"
"E12","263.65","15028.558341","312924.750774","75.546279","6.072832","133.945206","134.520616","0","1785.571288","37179.178310","8.975796","0.721525","15.914282","15.982647","0","116.62","6647.620364","138416.799430","33.416578","2.686211","59.248323","59.502846","0"
