"time","carID","depart","edgeID","departLane","laneID","arrivalLane","departPos","pos","arrivalPos","departSpeed","speed","arrivalSpeed","departDelay","waitingTime","duration","arrival","routeLength","rerouteNo","speedFactor","vaporized","HasRun","onRouteAtStart"
"0.00","car0","0.00","E0","E0_0","E0_0","","0.00","0.00","-1.00","0.00","0.00","-1.00","0.00","0.00","101.00","-1.00","646.10","0","1.06","end","1","route0"
"1.00","car0","0.00","E0","E0_0","E0_0","","0.00","0.78","-1.00","0.00","0.78","-1.00","0.00","0.00","101.00","-1.00","646.10","0","1.06","end","1","route0"
"2.00","car0","0.00","E0","E0_0","E0_0","","0.00","2.05","-1.00","0.00","1.28","-1.00","0.00","0.00","101.00","-1.00","646.10","0","1.06","end","1","route0"
"3.00","car0","0.00","E0","E0_0","E0_0","","0.00","3.81","-1.00","0.00","1.75","-1.00","0.00","0.00","101.00","-1.00","646.10","0","1.06","end","1","route0"
"4.00","car0","0.00","E0","E0_0","E0_0","","0.00","6.34","-1.00","0.00","2.53","-1.00","0.00","0.00","101.00","-1.00","646.10","0","1.06","end","1","route0"
"5.00","car1","5.00","E0","E0_0","E0_0","","0.00","0.00","-1.00","0.00","0.00","-1.00","5.00","0.00","96.00","-1.00","607.69","0","0.94","end","1","route0"
"5.00","car0","0.00","E0","E0_0","E0_0","","0.00","9.37","-1.00","0.00","3.03","-1.00","0.00","0.00","101.00","-1.00","646.10","0","1.06","end","1","route0"
"6.00","car1","5.00","E0","E0_0","E0_0","","0.00","0.57","-1.00","0.00","0.57","-1.00","5.00","0.00","96.00","-1.00","607.69","0","0.94","end","1","route0"
"6.00","car0","0.00","E0","E0_0","E0_0","","0.00","12.97","-1.00","0.00","3.61","-1.00","0.00","0.00","101.00","-1.00","646.10","0","1.06","end","1","route0"
"7.00","car1","5.00","E0","E0_0","E0_0","","0.00","1.88","-1.00","0.00","1.30","-1.00","5.00","0.00","96.00","-1.00","607.69","0","0.94","end","1","route0"
"7.00","car0","0.00","E0","E0_0","E0_0","","0.00","17.36","-1.00","0.00","4.39","-1.00","0.00","0.00","101.00","-1.00","646.10","0","1.06","end","1","route0"
"8.00","car1","5.00","E0","E0_0","E0_0","","0.00","3.85","-1.00","0.00","1.97","-1.00","5.00","0.00","96.00","-1.00","607.69","0","0.94","end","1","route0"
"8.00","car0","0.00","E0","E0_0","E0_0","","0.00","22.29","-1.00","0.00","4.93","-1.00","0.00","0.00","101.00","-1.00","646.10","0","1.06","end","1","route0"
"9.00","car1","5.00","E0","E0_0","E0_0","","0.00","6.39","-1.00","0.00","2.54","-1.00","5.00","0.00","96.00","-1.00","607.69","0","0.94","end","1","route0"
"9.00","car0","0.00","E0","E0_0","E0_0","","0.00","27.75","-1.00","0.00","5.46","-1.00","0.00","0.00","101.00","-1.00","646.10","0","1.06","end","1","route0"
"10.00","car2","10.00","E0","E0_0","E0_0","","0.00","0.00","-1.00","0.00","0.00","-1.00","10.00","0.00","91.00","-1.00","606.62","0","1.01","end","1","route0"
"10.00","car1","5.00","E0","E0_0","E0_0","","0.00","9.56","-1.00","0.00","3.17","-1.00","5.00","0.00","96.00","-1.00","607.69","0","0.94","end","1","route0"
"10.00","car0","0.00","E0","E0_0","E0_0","","0.00","33.70","-1.00","0.00","5.95","-1.00","0.00","0.00","101.00","-1.00","646.10","0","1.06","end","1","route0"
"11.00","car2","10.00","E0","E0_0","E0_0","","0.00","0.72","-1.00","0.00","0.72","-1.00","10.00","0.00","91.00","-1.00","606.62","0","1.01","end","1","route0"
"11.00","car1","5.00","E0","E0_0","E0_0","","0.00","13.19","-1.00","0.00","3.63","-1.00","5.00","0.00","96.00","-1.00","607.69","0","0.94","end","1","route0"
"11.00","car0","0.00","E0","E0_0","E0_0","","0.00","40.19","-1.00","0.00","6.49","-1.00","0.00","0.00","101.00","-1.00","646.10","0","1.06","end","1","route0"
"12.00","car2","10.00","E0","E0_0","E0_0","","0.00","1.96","-1.00","0.00","1.24","-1.00","10.00","0.00","91.00","-1.00","606.62","0","1.01","end","1","route0"
"12.00","car1","5.00","E0","E0_0","E0_0","","0.00","17.39","-1.00","0.00","4.20","-1.00","5.00","0.00","96.00","-1.00","607.69","0","0.94","end","1","route0"
"12.00","car0","0.00","E0","E0_0","E0_0","","0.00","47.47","-1.00","0.00","7.28","-1.00","0.00","0.00","101.00","-1.00","646.10","0","1.06","end","1","route0"
"13.00","car2","10.00","E0","E0_0","E0_0","","0.00","3.73","-1.00","0.00","1.77","-1.00","10.00","0.00","91.00","-1.00","606.62","0","1.01","end","1","route0"
"13.00","car1","5.00","E0","E0_0","E0_0","","0.00","22.32","-1.00","0.00","4.93","-1.00","5.00","0.00","96.00","-1.00","607.69","0","0.94","end","1","route0"
"13.00","car0","0.00","E0","E0_0","E0_0","","0.00","55.20","-1.00","0.00","7.73","-1.00","0.00","0.00","101.00","-1.00","646.10","0","1.06","end","1","route0"
"14.00","car2","10.00","E0","E0_0","E0_0","","0.00","6.16","-1.00","0.00","2.43","-1.00","10.00","0.00","91.00","-1.00","606.62","0","1.01","end","1","route0"
"14.00","car1","5.00","E0","E0_0","E0_0","","0.00","27.93","-1.00","0.00","5.60","-1.00","5.00","0.00","96.00","-1.00","607.69","0","0.94","end","1","route0"
"14.00","car0","0.00","E0","E0_0","E0_0","","0.00","63.57","-1.00","0.00","8.37","-1.00","0.00","0.00","101.00","-1.00","646.10","0","1.06","end","1","route0"
"15.00","car3","15.00","E0","E0_0","E0_0","","0.00","0.00","-1.00","0.00","0.00","-1.00","15.00","0.00","86.00","-1.00","600.88","0","1.08","end","1","route0"
"15.00","car2","10.00","E0","E0_0","E0_0","","0.00","9.13","-1.00","0.00","2.97","-1.00","10.00","0.00","91.00","-1.00","606.62","0","1.01","end","1","route0"
"15.00","car1","5.00","E0","E0_0","E0_0","","0.00","34.20","-1.00","0.00","6.28","-1.00","5.00","0.00","96.00","-1.00","607.69","0","0.94","end","1","route0"
"15.00","car0","0.00","E0","E0_0","E0_0","","0.00","72.56","-1.00","0.00","8.99","-1.00","0.00","0.00","101.00","-1.00","646.10","0","1.06","end","1","route0"
"16.00","car3","15.00","E0","E0_0","E0_0","","0.00","0.54","-1.00","0.00","0.54","-1.00","15.00","0.00","86.00","-1.00","600.88","0","1.08","end","1","route0"
"16.00","car2","10.00","E0","E0_0","E0_0","","0.00","12.80","-1.00","0.00","3.67","-1.00","10.00","0.00","91.00","-1.00","606.62","0","1.01","end","1","route0"
"16.00","car1","5.00","E0","E0_0","E0_0","","0.00","40.96","-1.00","0.00","6.76","-1.00","5.00","0.00","96.00","-1.00","607.69","0","0.94","end","1","route0"
"16.00","car0","0.00","E0","E0_0","E0_0","","0.00","82.24","-1.00","0.00","9.68","-1.00","0.00","0.00","101.00","-1.00","646.10","0","1.06","end","1","route0"
