"time","carID","edgeID","laneID","pos","speed"
"17.00","car4","E0","E0_0","48.41","7.45"
"17.00","car2","E0","E0_1","92.62","10.38"
"18.00","car0","-E12","-E12_0","191.03","2.69"
"18.00","car7","-E6","-E6_0","52.21","7.40"
"18.00","car1","-E6","-E6_0","98.92","5.25"
"18.00","car9","-E7","-E7_0","49.06","7.07"
"18.00","car3","-E7","-E7_0","99.18","10.55"
"18.00","car6","E0","E0_0","3.58","1.88"
"18.00","car5","E0","E0_0","22.10","4.99"
"18.00","car4","E0","E0_0","56.35","7.94"
"18.00","car2","E0","E0_1","103.67","11.06"
"19.00","car1","-E12","-E12_0","1.13","2.21"
"19.00","car0","-E12","-E12_0","193.83","2.80"
"19.00","car7","-E6","-E6_0","60.38","8.17"
"19.00","car9","-E7","-E7_0","56.68","7.61"
"19.00","car3","-E7","-E7_0","110.23","11.05"
"19.00","car6","E0","E0_0","6.08","2.50"
"19.00","car5","E0","E0_0","27.61","5.50"
"19.00","car4","E0","E0_0","64.90","8.55"
"19.00","car2","E0","E0_1","115.50","11.83"
"20.00","car1","-E12","-E12_0","3.54","2.41"
"20.00","car0","-E12","-E12_0","196.47","2.64"
"20.00","car7","-E6","-E6_0","69.13","8.75"
"20.00","car9","-E7","-E7_0","64.88","8.21"
"20.00","car3","-E7","-E7_0","121.76","11.53"
"20.00","car8","E0","E0_0","0.00","0.00"
"20.00","car6","E0","E0_0","9.09","3.01"
"20.00","car5","E0","E0_0","33.87","6.26"
"20.00","car4","E0","E0_0","74.21","9.32"
"20.00","car2","E0","E0_1","128.05","12.55"
"21.00","car1","-E12","-E12_0","5.79","2.25"
"21.00","car0","-E12","-E12_0","199.03","2.56"
"21.00","car7","-E6","-E6_0","78.47","9.34"
"21.00","car9","-E7","-E7_0","73.81","8.92"
"21.00","car3","-E7","-E7_0","133.89","12.13"
"21.00","car8","E0","E0_0","0.71","0.71"
"21.00","car6","E0","E0_0","12.72","3.63"
