"time","carID","edgeID","laneID","pos","speed"
"0.00","car0","-E7","-E7_0","0.00","0.00"
"0.00","car9","E12","E12_0","222.90","2.23"
"0.00","car8","E12","E12_0","234.49","2.21"
"0.00","car7","E12","E12_0","244.21","1.82"
"0.00","car5","E12","E12_0","254.15","2.27"
"0.00","car6","E4","E4_0","17.57","5.07"
"0.00","car4","E4","E4_0","85.04","10.48"
"0.00","car2","E4","E4_0","131.17","12.65"
"0.00","car1","E4","E4_0","153.49","12.84"
"0.00","car3","E7","E7_0","131.13","14.90"
"1.00","car0","-E7","-E7_0","0.77","0.77"
"1.00","car9","E12","E12_0","225.13","2.23"
"1.00","car8","E12","E12_0","236.46","1.97"
"1.00","car7","E12","E12_0","246.26","2.05"
"1.00","car5","E12","E12_0","256.40","2.25"
"1.00","car6","E4","E4_0","23.44","5.87"
"1.00","car4","E4","E4_0","96.12","11.08"
"1.00","car2","E4","E4_0","144.39","13.22"
"1.00","car1","E4","E4_0","166.41","12.92"
"1.00","car3","E7","E7_0","145.92","14.79"
"2.00","car0","-E7","-E7_0","2.19","1.42"
"2.00","car9","E12","E12_0","227.47","2.34"
"2.00","car8","E12","E12_0","238.36","1.90"
"2.00","car7","E12","E12_0","248.71","2.45"
"2.00","car5","E12","E12_0","258.37","1.98"
"2.00","car6","E4","E4_0","29.96","6.52"
"2.00","car4","E4","E4_0","107.63","11.51"
"2.00","car2","E4","E4_0","157.48","13.09"
"2.00","car1","E4","E4_0","179.12","12.71"
"2.00","car3","E7","E7_0","160.81","14.89"
"3.00","car0","-E7","-E7_0","4.03","1.83"
"3.00","car9","E12","E12_0","229.66","2.20"
"3.00","car8","E12","E12_0","240.84","2.48"
"3.00","car7","E12","E12_0","250.60","1.89"
"3.00","car5","E12","E12_0","260.46","2.09"
"3.00","car6","E4","E4_0","37.21","7.25"
"3.00","car4","E4","E4_0","119.55","11.92"
"3.00","car2","E4","E4_0","170.37","12.89"
"3.00","car1","E4","E4_0","192.02","12.90"
"3.00","car3","E7","E7_0","175.48","14.68"
"4.00","car0","-E7","-E7_0","6.36","2.34"
"4.00","car9","E12","E12_0","231.85","2.19"
